organism,mol_type,strain,serotype,db_xref,accession,country,host,segment,collection_date,isolation_source,isolate,note,lab_host,lat_lon,collection_year,collection_month,collection_day,flu_season
Influenza A virus (A/Ontario/81/2015(H3N2)),viral cRNA,A/Ontario/81/2015,H3N2,taxon:1804481,KU729356.1,Canada: Ontario,Homo sapiens,4,2015-02-10,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,10.0,2014-2015
Influenza A virus (A/Ontario/77/2015(H3N2)),viral cRNA,A/Ontario/77/2015,H3N2,taxon:1804475,KU729412.1,Canada: Ontario,Homo sapiens,4,2015-02-10,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,10.0,2014-2015
Influenza A virus (A/Ontario/79/2015(H3N2)),viral cRNA,A/Ontario/79/2015,H3N2,taxon:1804477,KU729435.1,Canada: Ontario,Homo sapiens,4,2015-02-10,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,10.0,2014-2015
Influenza A virus (A/Ontario/80/2015(H3N2)),viral cRNA,A/Ontario/80/2015,H3N2,taxon:1804479,KU729418.1,Canada: Ontario,Homo sapiens,4,2015-02-09,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,9.0,2014-2015
Influenza A virus (A/Ontario/78/2015(H3N2)),viral cRNA,A/Ontario/78/2015,H3N2,taxon:1804476,KU729408.1,Canada: Ontario,Homo sapiens,4,2015-02-09,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,9.0,2014-2015
Influenza A virus (A/Ontario/73/2015(H3N2)),viral cRNA,A/Ontario/73/2015,H3N2,taxon:1804471,KU729371.1,Canada: Ontario,Homo sapiens,4,2015-02-06,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,6.0,2014-2015
Influenza A virus (A/Ontario/76/2015(H3N2)),viral cRNA,A/Ontario/76/2015,H3N2,taxon:1804474,KU729372.1,Canada: Ontario,Homo sapiens,4,2015-02-06,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,6.0,2014-2015
Influenza A virus (A/Ontario/72/2015(H3N2)),viral cRNA,A/Ontario/72/2015,H3N2,taxon:1804470,KU729446.1,Canada: Ontario,Homo sapiens,4,2015-02-05,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,5.0,2014-2015
Influenza A virus (A/Ontario/71/2015(H3N2)),viral cRNA,A/Ontario/71/2015,H3N2,taxon:1804469,KU729457.1,Canada: Ontario,Homo sapiens,4,2015-02-05,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,5.0,2014-2015
Influenza A virus (A/Ontario/75/2015(H3N2)),viral cRNA,A/Ontario/75/2015,H3N2,taxon:1804473,KU729386.1,Canada: Ontario,Homo sapiens,4,2015-02-05,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,5.0,2014-2015
Influenza A virus (A/Ontario/69/2015(H3N2)),viral cRNA,A/Ontario/69/2015,H3N2,taxon:1804466,KU729373.1,Canada: Ontario,Homo sapiens,4,2015-02-05,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,5.0,2014-2015
Influenza A virus (A/Ontario/70/2015(H3N2)),viral cRNA,A/Ontario/70/2015,H3N2,taxon:1804468,KU729381.1,Canada: Ontario,Homo sapiens,4,2015-02-05,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,5.0,2014-2015
Influenza A virus (A/Ontario/74/2015(H3N2)),viral cRNA,A/Ontario/74/2015,H3N2,taxon:1804472,KU729445.1,Canada: Ontario,Homo sapiens,4,2015-02-05,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,5.0,2014-2015
Influenza A virus (A/Ontario/64/2015(H3N2)),viral cRNA,A/Ontario/64/2015,H3N2,taxon:1804461,KU729404.1,Canada: Ontario,Homo sapiens,4,2015-02-04,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,4.0,2014-2015
Influenza A virus (A/Ontario/65/2015(H3N2)),viral cRNA,A/Ontario/65/2015,H3N2,taxon:1804462,KU729438.1,Canada: Ontario,Homo sapiens,4,2015-02-04,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,4.0,2014-2015
Influenza A virus (A/Ontario/68/2015(H3N2)),viral cRNA,A/Ontario/68/2015,H3N2,taxon:1804465,KU729447.1,Canada: Ontario,Homo sapiens,4,2015-02-04,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,4.0,2014-2015
Influenza A virus (A/Ontario/67/2015(H3N2)),viral cRNA,A/Ontario/67/2015,H3N2,taxon:1804464,KU729366.1,Canada: Ontario,Homo sapiens,4,2015-02-03,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,3.0,2014-2015
Influenza A virus (A/Ontario/63/2015(H3N2)),viral cRNA,A/Ontario/63/2015,H3N2,taxon:1804460,KU729456.1,Canada: Ontario,Homo sapiens,4,2015-02-02,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,2.0,2014-2015
Influenza A virus (A/Ontario/66/2015(H3N2)),viral cRNA,A/Ontario/66/2015,H3N2,taxon:1804463,KU729382.1,Canada: Ontario,Homo sapiens,4,2015-02-02,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,2.0,2014-2015
Influenza A virus (A/Ontario/62/2015(H3N2)),viral cRNA,A/Ontario/62/2015,H3N2,taxon:1804459,KU729440.1,Canada: Ontario,Homo sapiens,4,2015-02-02,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,2.0,2014-2015
Influenza A virus (A/Ontario/61/2015(H3N2)),viral cRNA,A/Ontario/61/2015,H3N2,taxon:1804458,KU729443.1,Canada: Ontario,Homo sapiens,4,2015-02-02,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,2.0,2014-2015
Influenza A virus (A/Ontario/59/2015(H3N2)),viral cRNA,A/Ontario/59/2015,H3N2,taxon:1804455,KU729365.1,Canada: Ontario,Homo sapiens,4,2015-02-02,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,2.0,2014-2015
Influenza A virus (A/Ontario/57/2015(H3N2)),viral cRNA,A/Ontario/57/2015,H3N2,taxon:1804453,KU729430.1,Canada: Ontario,Homo sapiens,4,2015-01-31,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,31.0,2014-2015
Influenza A virus (A/Ontario/58/2015(H3N2)),viral cRNA,A/Ontario/58/2015,H3N2,taxon:1804454,KU729437.1,Canada: Ontario,Homo sapiens,4,2015-01-30,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,30.0,2014-2015
Influenza A virus (A/Ontario/54/2015(H3N2)),viral cRNA,A/Ontario/54/2015,H3N2,taxon:1804450,KU729432.1,Canada: Ontario,Homo sapiens,4,2015-01-29,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,29.0,2014-2015
Influenza A virus (A/Ontario/60/2015(H3N2)),viral cRNA,A/Ontario/60/2015,H3N2,taxon:1804457,KU729420.1,Canada: Ontario,Homo sapiens,4,2015-01-29,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,29.0,2014-2015
Influenza A virus (A/Ontario/55/2015(H3N2)),viral cRNA,A/Ontario/55/2015,H3N2,taxon:1804451,KU729359.1,Canada: Ontario,Homo sapiens,4,2015-01-28,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,28.0,2014-2015
Influenza A virus (A/Ontario/56/2015(H3N2)),viral cRNA,A/Ontario/56/2015,H3N2,taxon:1804452,KU729360.1,Canada: Ontario,Homo sapiens,4,2015-01-28,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,28.0,2014-2015
Influenza A virus (A/Ontario/53/2015(H3N2)),viral cRNA,A/Ontario/53/2015,H3N2,taxon:1804449,KU729368.1,Canada: Ontario,Homo sapiens,4,2015-01-27,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,27.0,2014-2015
Influenza A virus (A/Ontario/51/2015(H3N2)),viral cRNA,A/Ontario/51/2015,H3N2,taxon:1804447,KU729393.1,Canada: Ontario,Homo sapiens,4,2015-01-27,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,27.0,2014-2015
Influenza A virus (A/Ontario/52/2015(H3N2)),viral cRNA,A/Ontario/52/2015,H3N2,taxon:1804448,KU729401.1,Canada: Ontario,Homo sapiens,4,2015-01-27,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,27.0,2014-2015
Influenza A virus (A/Ontario/49/2015(H3N2)),viral cRNA,A/Ontario/49/2015,H3N2,taxon:1804444,KU729407.1,Canada: Ontario,Homo sapiens,4,2015-01-27,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,27.0,2014-2015
Influenza A virus (A/Ontario/47/2015(H3N2)),viral cRNA,A/Ontario/47/2015,H3N2,taxon:1804442,KU729448.1,Canada: Ontario,Homo sapiens,4,2015-01-27,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,27.0,2014-2015
Influenza A virus (A/Ontario/48/2015(H3N2)),viral cRNA,A/Ontario/48/2015,H3N2,taxon:1804443,KU729364.1,Canada: Ontario,Homo sapiens,4,2015-01-26,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,26.0,2014-2015
Influenza A virus (A/Ontario/45/2015(H3N2)),viral cRNA,A/Ontario/45/2015,H3N2,taxon:1804440,KU729400.1,Canada: Ontario,Homo sapiens,4,2015-01-26,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,26.0,2014-2015
Influenza A virus (A/Ontario/46/2015(H3N2)),viral cRNA,A/Ontario/46/2015,H3N2,taxon:1804441,KU729429.1,Canada: Ontario,Homo sapiens,4,2015-01-26,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,26.0,2014-2015
Influenza A virus (A/Ontario/42/2015(H3N2)),viral cRNA,A/Ontario/42/2015,H3N2,taxon:1804437,KU729415.1,Canada: Ontario,Homo sapiens,4,2015-01-23,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,23.0,2014-2015
Influenza A virus (A/Ontario/44/2015(H3N2)),viral cRNA,A/Ontario/44/2015,H3N2,taxon:1804439,KU729399.1,Canada: Ontario,Homo sapiens,4,2015-01-23,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,23.0,2014-2015
Influenza A virus (A/Ontario/37/2015(H3N2)),viral cRNA,A/Ontario/37/2015,H3N2,taxon:1804432,KU729454.1,Canada: Ontario,Homo sapiens,4,2015-01-22,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,22.0,2014-2015
Influenza A virus (A/Ontario/36/2015(H3N2)),viral cRNA,A/Ontario/36/2015,H3N2,taxon:1804431,KU729425.1,Canada: Ontario,Homo sapiens,4,2015-01-22,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,22.0,2014-2015
Influenza A virus (A/Ontario/43/2015(H3N2)),viral cRNA,A/Ontario/43/2015,H3N2,taxon:1804438,KU729389.1,Canada: Ontario,Homo sapiens,4,2015-01-22,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,22.0,2014-2015
Influenza A virus (A/Ontario/50/2015(H3N2)),viral cRNA,A/Ontario/50/2015,H3N2,taxon:1804446,KU729451.1,Canada: Ontario,Homo sapiens,4,2015-01-21,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,21.0,2014-2015
Influenza A virus (A/Ontario/34/2015(H3N2)),viral cRNA,A/Ontario/34/2015,H3N2,taxon:1804429,KU729362.1,Canada: Ontario,Homo sapiens,4,2015-01-20,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,20.0,2014-2015
Influenza A virus (A/Ontario/38/2015(H3N2)),viral cRNA,A/Ontario/38/2015,H3N2,taxon:1804433,KU729411.1,Canada: Ontario,Homo sapiens,4,2015-01-20,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,20.0,2014-2015
Influenza A virus (A/Ontario/39/2015(H3N2)),viral cRNA,A/Ontario/39/2015,H3N2,taxon:1804434,KU729385.1,Canada: Ontario,Homo sapiens,4,2015-01-19,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,19.0,2014-2015
Influenza A virus (A/Ontario/40/2015(H3N2)),viral cRNA,A/Ontario/40/2015,H3N2,taxon:1804436,KU729375.1,Canada: Ontario,Homo sapiens,4,2015-01-19,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,19.0,2014-2015
Influenza A virus (A/Ontario/27/2015(H3N2)),viral cRNA,A/Ontario/27/2015,H3N2,taxon:1804421,KU729450.1,Canada: Ontario,Homo sapiens,4,2015-01-19,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,19.0,2014-2015
Influenza A virus (A/Ontario/32/2015(H3N2)),viral cRNA,A/Ontario/32/2015,H3N2,taxon:1804427,KU729431.1,Canada: Ontario,Homo sapiens,4,2015-01-16,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,16.0,2014-2015
Influenza A virus (A/Ontario/25/2015(H3N2)),viral cRNA,A/Ontario/25/2015,H3N2,taxon:1804419,KU729376.1,Canada: Ontario,Homo sapiens,4,2015-01-16,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,16.0,2014-2015
Influenza A virus (A/Ontario/33/2015(H3N2)),viral cRNA,A/Ontario/33/2015,H3N2,taxon:1804428,KU729383.1,Canada: Ontario,Homo sapiens,4,2015-01-16,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,16.0,2014-2015
Influenza A virus (A/Ontario/26/2015(H3N2)),viral cRNA,A/Ontario/26/2015,H3N2,taxon:1804420,KU729392.1,Canada: Ontario,Homo sapiens,4,2015-01-15,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,15.0,2014-2015
Influenza A virus (A/Ontario/31/2015(H3N2)),viral cRNA,A/Ontario/31/2015,H3N2,taxon:1804426,KU729377.1,Canada: Ontario,Homo sapiens,4,2015-01-15,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,15.0,2014-2015
Influenza A virus (A/Ontario/24/2015(H3N2)),viral cRNA,A/Ontario/24/2015,H3N2,taxon:1804418,KU729403.1,Canada: Ontario,Homo sapiens,4,2015-01-15,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,15.0,2014-2015
Influenza A virus (A/Ontario/35/2015(H3N2)),viral cRNA,A/Ontario/35/2015,H3N2,taxon:1804430,KU729433.1,Canada: Ontario,Homo sapiens,4,2015-01-14,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,14.0,2014-2015
Influenza A virus (A/Ontario/22/2015(H3N2)),viral cRNA,A/Ontario/22/2015,H3N2,taxon:1804416,KU729380.1,Canada: Ontario,Homo sapiens,4,2015-01-14,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,14.0,2014-2015
Influenza A virus (A/Ontario/30/2015(H3N2)),viral cRNA,A/Ontario/30/2015,H3N2,taxon:1804425,KU729397.1,Canada: Ontario,Homo sapiens,4,2015-01-14,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,14.0,2014-2015
Influenza A virus (A/Ontario/29/2015(H3N2)),viral cRNA,A/Ontario/29/2015,H3N2,taxon:1804423,KU729361.1,Canada: Ontario,Homo sapiens,4,2015-01-14,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,14.0,2014-2015
Influenza A virus (A/Ontario/28/2015(H3N2)),viral cRNA,A/Ontario/28/2015,H3N2,taxon:1804422,KU729363.1,Canada: Ontario,Homo sapiens,4,2015-01-13,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,13.0,2014-2015
Influenza A virus (A/Ontario/23/2015(H3N2)),viral cRNA,A/Ontario/23/2015,H3N2,taxon:1804417,KU729449.1,Canada: Ontario,Homo sapiens,4,2015-01-13,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,13.0,2014-2015
Influenza A virus (A/Ontario/18/2015(H3N2)),viral cRNA,A/Ontario/18/2015,H3N2,taxon:1804411,KU729455.1,Canada: Ontario,Homo sapiens,4,2015-01-13,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,13.0,2014-2015
Influenza A virus (A/Ontario/16/2015(H3N2)),viral cRNA,A/Ontario/16/2015,H3N2,taxon:1804409,KU729417.1,Canada: Ontario,Homo sapiens,4,2015-01-12,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,12.0,2014-2015
Influenza A virus (A/Ontario/20/2015(H3N2)),viral cRNA,A/Ontario/20/2015,H3N2,taxon:1804414,KU729388.1,Canada: Ontario,Homo sapiens,4,2015-01-12,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,12.0,2014-2015
Influenza A virus (A/Ontario/21/2015(H3N2)),viral cRNA,A/Ontario/21/2015,H3N2,taxon:1804415,KU729390.1,Canada: Ontario,Homo sapiens,4,2015-01-12,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,12.0,2014-2015
Influenza A virus (A/Ontario/17/2015(H3N2)),viral cRNA,A/Ontario/17/2015,H3N2,taxon:1804410,KU729414.1,Canada: Ontario,Homo sapiens,4,2015-01-12,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,12.0,2014-2015
Influenza A virus (A/Ontario/14/2015(H3N2)),viral cRNA,A/Ontario/14/2015,H3N2,taxon:1804407,KU729436.1,Canada: Ontario,Homo sapiens,4,2015-01-12,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,12.0,2014-2015
Influenza A virus (A/Ontario/15/2015(H3N2)),viral cRNA,A/Ontario/15/2015,H3N2,taxon:1804408,KU729367.1,Canada: Ontario,Homo sapiens,4,2015-01-11,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,11.0,2014-2015
Influenza A virus (A/Ontario/19/2015(H3N2)),viral cRNA,A/Ontario/19/2015,H3N2,taxon:1804412,KU729406.1,Canada: Ontario,Homo sapiens,4,2015-01-10,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,10.0,2014-2015
Influenza A virus (A/Ontario/13/2015(H3N2)),viral cRNA,A/Ontario/13/2015,H3N2,taxon:1804406,KU729374.1,Canada: Ontario,Homo sapiens,4,2015-01-09,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,9.0,2014-2015
Influenza A virus (A/Ontario/12/2015(H3N2)),viral cRNA,A/Ontario/12/2015,H3N2,taxon:1804405,KU729378.1,Canada: Ontario,Homo sapiens,4,2015-01-08,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,8.0,2014-2015
Influenza A virus (A/Ontario/10/2015(H3N2)),viral cRNA,A/Ontario/10/2015,H3N2,taxon:1804401,KU729422.1,Canada: Ontario,Homo sapiens,4,2015-01-07,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,7.0,2014-2015
Influenza A virus (A/Ontario/11/2015(H3N2)),viral cRNA,A/Ontario/11/2015,H3N2,taxon:1804404,KU729423.1,Canada: Ontario,Homo sapiens,4,2015-01-07,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,7.0,2014-2015
Influenza A virus (A/Ontario/9/2015(H3N2)),viral cRNA,A/Ontario/9/2015,H3N2,taxon:1804496,KU729394.1,Canada: Ontario,Homo sapiens,4,2015-01-07,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,7.0,2014-2015
Influenza A virus (A/Ontario/8/2015(H3N2)),viral cRNA,A/Ontario/8/2015,H3N2,taxon:1804478,KU729421.1,Canada: Ontario,Homo sapiens,4,2015-01-06,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,6.0,2014-2015
Influenza A virus (A/Ontario/6/2015(H3N2)),viral cRNA,A/Ontario/6/2015,H3N2,taxon:1804456,KU729409.1,Canada: Ontario,Homo sapiens,4,2015-01-06,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,6.0,2014-2015
Influenza A virus (A/Ontario/7/2015(H3N2)),viral cRNA,A/Ontario/7/2015,H3N2,taxon:1804467,KU729405.1,Canada: Ontario,Homo sapiens,4,2015-01-06,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,6.0,2014-2015
Influenza A virus (A/Ontario/5/2015(H3N2)),viral cRNA,A/Ontario/5/2015,H3N2,taxon:1804445,KU729369.1,Canada: Ontario,Homo sapiens,4,2015-01-05,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,5.0,2014-2015
Influenza A virus (A/Ontario/4/2015(H3N2)),viral cRNA,A/Ontario/4/2015,H3N2,taxon:1804435,KU729384.1,Canada: Ontario,Homo sapiens,4,2015-01-05,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,5.0,2014-2015
Influenza A virus (A/Ontario/1/2015(H3N2)),viral cRNA,A/Ontario/1/2015,H3N2,taxon:1804400,KU729452.1,Canada: Ontario,Homo sapiens,4,2015-01-04,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,4.0,2014-2015
Influenza A virus (A/Ontario/3/2015(H3N2)),viral cRNA,A/Ontario/3/2015,H3N2,taxon:1804424,KU729398.1,Canada: Ontario,Homo sapiens,4,2015-01-02,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,2.0,2014-2015
Influenza A virus (A/Ontario/2/2015(H3N2)),viral cRNA,A/Ontario/2/2015,H3N2,taxon:1804413,KU729402.1,Canada: Ontario,Homo sapiens,4,2015-01-02,nasopharyngeal swab,,passage details: original specimen,,,2015.0,1.0,2.0,2014-2015
Influenza A virus (A/Ontario/76/2014(H3N2)),viral cRNA,A/Ontario/76/2014,H3N2,taxon:1605082,KP701649.1,Canada: Ontario,Homo sapiens,4,2014-12-31,NP swab,,,,,2014.0,12.0,31.0,2014-2015
Influenza A virus (A/Ontario/87/2014(H3N2)),viral cRNA,A/Ontario/87/2014,H3N2,taxon:1804492,KU729444.1,Canada: Ontario,Homo sapiens,4,2014-12-31,nasopharyngeal swab,,passage details: original specimen,,,2014.0,12.0,31.0,2014-2015
Influenza A virus (A/Ontario/86/2014(H3N2)),viral cRNA,A/Ontario/86/2014,H3N2,taxon:1804490,KU729439.1,Canada: Ontario,Homo sapiens,4,2014-12-30,nasopharyngeal swab,,passage details: original specimen,,,2014.0,12.0,30.0,2014-2015
Influenza A virus (A/Ontario/85/2014(H3N2)),viral cRNA,A/Ontario/85/2014,H3N2,taxon:1804488,KU729424.1,Canada: Ontario,Homo sapiens,4,2014-12-30,nasopharyngeal swab,,passage details: original specimen,,,2014.0,12.0,30.0,2014-2015
Influenza A virus (A/Ontario/79/2014(H3N2)),viral cRNA,A/Ontario/79/2014,H3N2,taxon:1605083,KP701650.1,Canada: Ontario,Homo sapiens,4,2014-12-30,NP swab,,,,,2014.0,12.0,30.0,2014-2015
Influenza A virus (A/Ontario/71/2014(H3N2)),viral cRNA,A/Ontario/71/2014,H3N2,taxon:1605079,KP701646.1,Canada: Ontario,Homo sapiens,4,2014-12-30,NP swab,,,,,2014.0,12.0,30.0,2014-2015
Influenza A virus (A/Ontario/68/2014(H3N2)),viral cRNA,A/Ontario/68/2014,H3N2,taxon:1605076,KP701643.1,Canada: Ontario,Homo sapiens,4,2014-12-29,NP swab,,,,,2014.0,12.0,29.0,2014-2015
Influenza A virus (A/Ontario/74/2014(H3N2)),viral cRNA,A/Ontario/74/2014,H3N2,taxon:1605081,KP701648.1,Canada: Ontario,Homo sapiens,4,2014-12-29,NP swab,,,,,2014.0,12.0,29.0,2014-2015
Influenza A virus (A/Ontario/67/2014(H3N2)),viral cRNA,A/Ontario/67/2014,H3N2,taxon:1605075,KP701642.1,Canada: Ontario,Homo sapiens,4,2014-12-29,NP swab,,,,,2014.0,12.0,29.0,2014-2015
Influenza A virus (A/Ontario/70/2014(H3N2)),viral cRNA,A/Ontario/70/2014,H3N2,taxon:1605078,KP701645.1,Canada: Ontario,Homo sapiens,4,2014-12-29,NP swab,,,,,2014.0,12.0,29.0,2014-2015
Influenza A virus (A/Ontario/84/2014(H3N2)),viral cRNA,A/Ontario/84/2014,H3N2,taxon:1804486,KU729426.1,Canada: Ontario,Homo sapiens,4,2014-12-29,nasopharyngeal swab,,passage details: original specimen,,,2014.0,12.0,29.0,2014-2015
Influenza A virus (A/Ontario/83/2014(H3N2)),viral cRNA,A/Ontario/83/2014,H3N2,taxon:1804484,KU729434.1,Canada: Ontario,Homo sapiens,4,2014-12-29,nasopharyngeal swab,,passage details: original specimen,,,2014.0,12.0,29.0,2014-2015
Influenza A virus (A/Ontario/73/2014(H3N2)),viral cRNA,A/Ontario/73/2014,H3N2,taxon:1605080,KP701647.1,Canada: Ontario,Homo sapiens,4,2014-12-27,NP swab,,,,,2014.0,12.0,27.0,2014-2015
Influenza A virus (A/Ontario/69/2014(H3N2)),viral cRNA,A/Ontario/69/2014,H3N2,taxon:1605077,KP701644.1,Canada: Ontario,Homo sapiens,4,2014-12-27,NP swab,,,,,2014.0,12.0,27.0,2014-2015
Influenza A virus (A/Ontario/66/2014(H3N2)),viral cRNA,A/Ontario/66/2014,H3N2,taxon:1605074,KP701641.1,Canada: Ontario,Homo sapiens,4,2014-12-23,NP swab,,,,,2014.0,12.0,23.0,2014-2015
Influenza A virus (A/Ontario/82/2014(H3N2)),viral cRNA,A/Ontario/82/2014,H3N2,taxon:1804482,KU729453.1,Canada: Ontario,Homo sapiens,4,2014-12-22,nasopharyngeal swab,,passage details: original specimen,,,2014.0,12.0,22.0,2014-2015
Influenza A virus (A/Ontario/63/2014(H3N2)),viral cRNA,A/Ontario/63/2014,H3N2,taxon:1605073,KP701640.1,Canada: Ontario,Homo sapiens,4,2014-12-20,NP swab,,,,,2014.0,12.0,20.0,2014-2015
Influenza A virus (A/Ontario/81/2014(H3N2)),viral cRNA,A/Ontario/81/2014,H3N2,taxon:1804480,KU729358.1,Canada: Ontario,Homo sapiens,4,2014-12-19,nasopharyngeal swab,,passage details: original specimen,,,2014.0,12.0,19.0,2014-2015
Influenza A virus (A/Ontario/61/2014(H3N2)),viral cRNA,A/Ontario/61/2014,H3N2,taxon:1605072,KP701639.1,Canada: Ontario,Homo sapiens,4,2014-12-18,NP swab,,,,,2014.0,12.0,18.0,2014-2015
Influenza A virus (A/Ontario/42/2014(H3N2)),viral cRNA,A/Ontario/42/2014,H3N2,taxon:1605057,KP701637.1,Canada: Ontario,Homo sapiens,4,2014-12-18,NP swab,,,,,2014.0,12.0,18.0,2014-2015
Influenza A virus (A/Ontario/41/2014(H3N2)),viral cRNA,A/Ontario/41/2014,H3N2,taxon:1605056,KP701638.1,Canada: Ontario,Homo sapiens,4,2014-12-17,NP swab,,,,,2014.0,12.0,17.0,2014-2015
Influenza A virus (A/Ontario/44/2014(H3N2)),viral cRNA,A/Ontario/44/2014,H3N2,taxon:1605058,KP701636.1,Canada: Ontario,Homo sapiens,4,2014-12-17,NP swab,,,,,2014.0,12.0,17.0,2014-2015
Influenza A virus (A/Ontario/47/2014(H3N2)),viral cRNA,A/Ontario/47/2014,H3N2,taxon:1605060,KP701634.1,Canada: Ontario,Homo sapiens,4,2014-12-16,NP swab,,,,,2014.0,12.0,16.0,2014-2015
Influenza A virus (A/Ontario/48/2014(H3N2)),viral cRNA,A/Ontario/48/2014,H3N2,taxon:1605061,KP701633.1,Canada: Ontario,Homo sapiens,4,2014-12-15,NP swab,,,,,2014.0,12.0,15.0,2014-2015
Influenza A virus (A/Ontario/45/2014(H3N2)),viral cRNA,A/Ontario/45/2014,H3N2,taxon:1605059,KP701635.1,Canada: Ontario,Homo sapiens,4,2014-12-15,NP swab,,,,,2014.0,12.0,15.0,2014-2015
Influenza A virus (A/Ontario/49/2014(H3N2)),viral cRNA,A/Ontario/49/2014,H3N2,taxon:1605062,KP701632.1,Canada: Ontario,Homo sapiens,4,2014-12-12,NP swab,,,,,2014.0,12.0,12.0,2014-2015
